dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:12558	chronic progressive external ophthalmoplegia	5	47	33	0	0	50	63
DOID:0080422	error	8	39	29	0	1	65	63
DOID:12177	common variable immunodeficiency	61	1	1	1	0	208	63
DOID:0110826	Usher syndrome type 1	2	47	23	0	0	66	63
DOID:5750	uterine corpus serous adenocarcinoma	27	35	13	1	0	63	63
DOID:1456	glossitis	25	33	9	0	0	7	63
DOID:0080208	nonalcoholic fatty liver disease	0	39	8	0	26	63	63
DOID:0050569	Seckel syndrome	2	50	22	6	0	529	63
DOID:10881	hand, foot and mouth disease	16	41	21	0	0	63	63
DOID:1837	diabetic ketoacidosis	14	39	20	0	1	110	63
DOID:2848	melancholia	2	46	6	18	2	2408	63
DOID:1791	peritoneal carcinoma	20	41	11	0	0	49	63
DOID:8927	learning disability	15	39	16	1	4	2230	63
DOID:9487	Meckel's diverticulum	1	62	0	0	0	63	63
DOID:10939	antisocial personality disorder	10	32	35	0	0	63	63
DOID:0060580	Noonan syndrome 2	1	46	20	6	0	531	62
DOID:6053	pediatric germ cell cancer	17	39	10	0	0	62	62
DOID:0060581	Noonan syndrome 3	1	46	20	6	0	530	62
DOID:0060582	Noonan syndrome 4	1	46	20	6	0	529	62
DOID:0060583	Noonan syndrome 5	1	46	20	6	0	529	62
DOID:0060584	Noonan syndrome 6	1	46	20	6	0	530	62
DOID:0060585	Noonan syndrome 7	1	46	20	6	0	529	62
DOID:0060586	Noonan syndrome 8	1	46	20	6	0	530	62
DOID:0060587	Noonan syndrome 9	1	46	20	6	0	529	62
DOID:0060588	Noonan syndrome 10	1	46	20	6	0	529	62
DOID:0060608	microcephalic osteodysplastic primordial dwarfism type I	1	46	20	6	0	532	62
DOID:0060609	microcephalic osteodysplastic primordial dwarfism type II	1	46	20	6	0	529	62
DOID:11725	Cornelia de Lange syndrome	1	46	20	6	0	529	62
DOID:14203	childhood type dermatomyositis	21	38	14	1	0	260	62
DOID:13088	periventricular leukomalacia	8	42	16	0	0	62	62
DOID:8369	adult malignant schwannoma	17	41	9	0	0	62	62
DOID:0060239	Van der Woude syndrome	60	2	1	2	0	114	62
DOID:13711	dental fluorosis	19	27	24	2	0	62	62
DOID:11702	dysgammaglobulinemia	3	33	36	0	0	10	62
DOID:6683	Aarskog syndrome	1	46	20	6	0	535	62
DOID:0050879	fragile X-associated tremor/ataxia syndrome	14	46	11	0	0	62	62
DOID:0111045	platelet-type bleeding disorder 9	16	38	27	0	0	62	62
DOID:3674	kidney rhabdoid cancer	18	43	11	0	0	62	62
DOID:1935	Bardet-Biedl syndrome	9	14	52	0	0	93	62
DOID:14796	Dubowitz syndrome	1	46	20	6	0	529	62
DOID:2962	Cockayne syndrome	1	46	20	6	0	595	62
DOID:11983	Prader-Willi syndrome	1	46	20	6	0	529	62
DOID:0111057	platelet-type bleeding disorder 11	16	38	27	0	0	62	62
DOID:0060692	platelet-type bleeding disorder 8	16	38	27	0	0	63	62
DOID:7732	childhood malignant schwannoma	17	42	9	0	0	62	62
DOID:0111056	platelet-type bleeding disorder 3	16	38	27	0	0	64	62
DOID:10772	thrombotic thrombocytopenic purpura	20	42	17	0	1	122	62
DOID:14681	Silver-Russell syndrome	1	46	20	6	0	529	62
DOID:14004	thoracic aortic aneurysm	2	53	28	0	0	88	61
DOID:0060772	dextro-looped transposition of the great arteries 3	3	37	27	0	0	61	61
DOID:1731	histoplasmosis	14	44	13	0	0	61	61
DOID:1703	Richter's syndrome	26	25	29	1	0	1451	61
DOID:14115	toxic shock syndrome	5	51	9	0	4	87	61
DOID:3492	mixed connective tissue disease	14	41	12	0	0	61	61
DOID:446	primary hyperaldosteronism	37	24	17	2	0	204	61
DOID:14269	suppurative cholangitis	1	55	5	0	2	81	61
DOID:5709	mixed-type liposarcoma	21	30	19	4	0	61	61
DOID:1080	filariasis	13	48	15	0	0	32	61
DOID:4988	alcoholic pancreatitis	0	13	54	0	0	61	61
DOID:0060770	dextro-looped transposition of the great arteries	3	37	27	0	0	61	61
DOID:4959	epidermolysis bullosa dystrophica	22	31	12	2	0	15	61
DOID:12583	velocardiofacial syndrome	7	40	32	1	0	128	61
DOID:5612	spinal cancer	6	28	7	22	0	27	61
DOID:3345	xanthomatosis	14	38	14	0	0	40	60
DOID:2841	asthma	4	9	4	33	15	2186	60
DOID:12978	Plasmodium vivax malaria	6	35	23	0	0	60	60
DOID:4080	tricuspid valve insufficiency	6	44	11	0	0	60	60
DOID:8545	malignant hyperthermia	5	38	31	0	0	60	60
DOID:4051	alveolar rhabdomyosarcoma	15	46	8	3	0	116	60
DOID:0060469	Miller-Dieker lissencephaly syndrome	2	28	26	13	0	226	60
DOID:3948	adrenocortical carcinoma	24	33	8	1	0	293	60
DOID:14365	systemic primary carnitine deficiency disease	6	32	27	0	0	59	59
DOID:0060218	CREST syndrome	18	21	22	0	0	59	59
DOID:12259	hemophilia B	15	36	27	1	0	59	59
DOID:4906	small intestine adenocarcinoma	20	28	24	4	0	34	59
DOID:0110129	Bardet-Biedl syndrome 7	8	14	48	0	0	92	59
DOID:0110133	Bardet-Biedl syndrome 11	8	14	48	0	0	92	59
DOID:0110132	Bardet-Biedl syndrome 10	8	14	48	0	0	92	59
DOID:106	pleural tuberculosis	19	39	10	0	0	59	59
DOID:0110131	Bardet-Biedl syndrome 9	8	14	48	0	0	92	59
DOID:0110130	Bardet-Biedl syndrome 8	8	14	48	0	0	92	59
DOID:0110135	Bardet-Biedl syndrome 13	8	14	48	0	0	93	59
DOID:0110136	Bardet-Biedl syndrome 14	8	14	48	0	0	92	59
DOID:10485	esophageal atresia	1	39	25	0	0	59	59
DOID:0110137	Bardet-Biedl syndrome 15	8	14	48	0	0	92	59
DOID:0050175	tick-borne encephalitis	11	51	12	0	0	59	59
DOID:0110134	Bardet-Biedl syndrome 12	8	14	48	0	0	92	59
DOID:0110138	Bardet-Biedl syndrome 16	8	14	48	0	0	92	59
DOID:0110128	Bardet-Biedl syndrome 6	8	14	48	0	0	92	59
DOID:0080302	mixed sleep apnea	18	1	42	0	0	148	59
DOID:0110139	Bardet-Biedl syndrome 17	8	14	48	0	0	92	59
DOID:0110140	Bardet-Biedl syndrome 18	8	14	48	0	0	92	59
DOID:0110127	Bardet-Biedl syndrome 5	8	14	48	0	0	92	59
DOID:0110267	cataract 44	10	48	16	0	0	107	59
DOID:0110141	Bardet-Biedl syndrome 19	8	14	48	0	0	92	59
DOID:3316	perivascular tumor	13	37	21	0	0	11	59
DOID:5162	arteriolosclerosis	5	4	1	27	25	2078	58
DOID:14262	oral candidiasis	33	27	11	0	1	127	58
DOID:11105	fundus albipunctatus	45	6	9	2	2	549	58
DOID:8500	hereditary retinal dystrophy	3	48	9	1	0	42	58
DOID:631	fibromyalgia	8	49	10	0	0	357	58
DOID:10970	spastic quadriplegia	55	1	3	0	1	241	58
DOID:13371	scrub typhus	17	39	8	0	0	58	58
DOID:0110307	hypertrophic cardiomyopathy 1	5	7	55	1	0	108	58
DOID:8568	infectious mononucleosis	19	41	10	0	0	58	58
DOID:8463	corneal ulcer	15	39	9	0	2	33	58
DOID:1729	retinal vascular occlusion	27	23	16	1	0	1	58
DOID:2755	Mycobacterium avium complex disease	24	27	12	0	0	58	58
DOID:0080467	error	8	34	27	0	0	57	57
DOID:11239	appendix cancer	21	37	11	0	0	11	57
DOID:12388	neurohypophyseal diabetes insipidus	2	45	22	0	1	153	57
DOID:1148	polydactyly	8	47	7	1	0	260	57
DOID:3159	photosensitivity disease	6	49	3	0	0	4	57
DOID:12697	locked-in syndrome	6	41	16	0	0	60	57
DOID:4193	intracranial thrombosis	8	36	16	0	3	18	57
DOID:4163	ganglioneuroblastoma	30	26	7	1	0	57	57
DOID:1496	echinococcosis	22	33	7	0	0	21	57
DOID:2272	vulvovaginal candidiasis	15	42	18	0	1	59	57
DOID:0060167	seasonal affective disorder	5	42	29	0	0	57	57
DOID:12835	quadriplegia	6	41	16	0	0	57	57
DOID:9409	diabetes insipidus	2	45	22	0	1	153	57
DOID:5330	dental pulp disease	28	31	0	0	0	2	57
DOID:0080156	X-linked adrenal hypoplasia congenita	14	33	24	0	0	57	57
DOID:13548	secondary Parkinson disease	35	21	2	5	2	377	57
DOID:2101	vulva squamous cell carcinoma	21	33	7	4	0	57	57
DOID:2920	membranoproliferative glomerulonephritis	8	45	9	0	4	57	57
DOID:12577	urethral obstruction	6	50	1	0	1	16	57
DOID:13994	cleidocranial dysplasia	8	47	7	0	0	201	56
DOID:3535	Unverricht-Lundborg syndrome	3	31	30	0	0	71	56
DOID:0050547	familial medullary thyroid carcinoma	14	24	27	0	0	56	56
DOID:2917	cryoglobulinemia	15	33	16	0	0	80	56
DOID:2368	gangliosidosis	12	39	19	1	0	6	56
DOID:1882	atrial heart septal defect	18	4	39	1	0	436	56
DOID:3223	complex regional pain syndrome	15	36	9	0	3	47	56
DOID:1453	atrophic glossitis	25	26	9	0	0	3	56
DOID:0110078	Leber congenital amaurosis 1	14	40	2	1	0	105	56
DOID:0111452	error	3	31	30	0	0	56	56
DOID:0060162	dentatorubral-pallidoluysian atrophy	3	31	30	0	0	145	56
DOID:0090053	episodic kinesigenic dyskinesia 1	42	6	11	4	0	154	56
DOID:9827	radioulnar synostosis	8	47	7	0	0	201	56
DOID:4249	Gerstmann-Straussler-Scheinker syndrome	7	14	44	0	0	56	56
DOID:0050430	multiple endocrine neoplasia type 2A	16	27	22	1	0	120	56
DOID:1580	diffuse scleroderma	12	35	13	0	0	56	56
DOID:3179	inverted papilloma	34	28	12	0	0	51	56
DOID:9854	lingual-facial-buccal dyskinesia	34	24	1	1	1	326	56
DOID:1925	Coffin-Siris syndrome	14	27	33	0	0	56	56
DOID:0080301	atypical hemolytic-uremic syndrome	6	40	25	0	0	56	56
DOID:0060467	humeroradial synostosis	8	47	7	0	0	206	56
DOID:5715	functionless pituitary adenoma	23	31	12	0	0	56	56
DOID:10609	rickets	17	35	24	1	0	107	56
DOID:14687	diastrophic dysplasia	11	22	31	0	0	56	56
DOID:0110232	cataract 29	10	48	2	0	0	105	56
DOID:2236	congenital afibrinogenemia	7	51	5	0	0	59	56
DOID:1787	pericarditis	4	45	11	0	0	51	56
DOID:0060844	Norrie disease	19	22	19	0	0	55	55
DOID:11664	nephrosclerosis	7	38	11	0	3	84	55
DOID:4943	adenocarcinoma in situ	19	33	6	3	0	55	55
DOID:9775	diastolic heart failure	8	41	11	0	0	55	55
DOID:2843	long QT syndrome	6	17	49	0	0	121	55
DOID:6082	pediatric testicular germ cell tumor	12	33	10	2	0	55	55
DOID:1727	retinal vein occlusion	27	20	12	1	0	76	55
DOID:5690	atypical lipomatous tumor	23	28	13	2	3	93	55
DOID:13197	nodular goiter	30	21	10	0	0	55	55
DOID:0060185	Clostridium difficile colitis	1	2	50	1	0	212	54
DOID:12932	endomyocardial fibrosis	33	18	1	0	3	102	54
DOID:9478	postpartum depression	2	42	14	3	0	54	54
DOID:0050463	campomelic dysplasia	17	37	2	0	0	70	54
DOID:8233	inflammatory liposarcoma	23	28	12	2	3	93	54
DOID:1558	angioedema	17	34	26	1	1	66	54
DOID:5704	sclerosing liposarcoma	23	28	12	2	3	93	54
DOID:1209	nutritional optic neuropathy	6	31	21	1	0	54	54
DOID:0080468	error	1	23	41	0	0	56	53
DOID:9955	hypoplastic left heart syndrome	1	40	20	1	0	76	53
DOID:13034	relapsing fever	2	48	10	0	0	61	53
DOID:8504	impetigo	10	35	17	0	0	9	53
DOID:0060672	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions	11	34	22	2	0	344	53
DOID:8580	malignant histiocytosis	21	38	16	2	0	127	53
DOID:1856	cherubism	16	34	14	1	0	108	53
DOID:778	delusional disorder	3	35	29	2	0	109	53
DOID:11514	fissured tongue	25	23	9	0	0	88	53
DOID:3500	gallbladder adenocarcinoma	24	24	6	0	0	53	53
DOID:9883	Becker muscular dystrophy	33	1	23	0	0	86	53
DOID:1455	geographic tongue	25	23	9	0	0	88	53
DOID:14503	neuronal ceroid lipofuscinosis	10	35	31	1	0	90	53
DOID:0060256	Dowling-Degos disease	15	23	24	0	0	54	53
DOID:0080031	fibrous dysplasia	16	34	14	1	0	53	53
DOID:0060258	reticulate acropigmentation of Kitamura	15	23	24	0	0	54	53
DOID:1229	paranoid schizophrenia	3	35	29	2	0	53	53
DOID:3314	angiomyolipoma	25	28	15	0	0	53	53
DOID:11589	Riley-Day syndrome	16	32	10	0	0	52	52
DOID:4407	phototoxic dermatitis	6	45	2	0	0	89	52
DOID:0070210	error	10	25	26	4	0	52	52
DOID:0050580	hereditary lymphedema	10	25	26	4	0	52	52
DOID:14320	generalized anxiety disorder	10	1	40	1	4	1100	52
DOID:1932	Angelman syndrome	19	2	42	4	0	96	52
DOID:0070212	error	10	25	26	4	0	52	52
DOID:9360	intrinsic asthma	1	2	3	32	15	2148	52
DOID:5828	endometrioid ovary carcinoma	15	15	33	0	0	52	52
DOID:5339	cyclic hematopoiesis	10	29	17	0	0	52	52
DOID:0110727	neuronal ceroid lipofuscinosis 13	10	33	31	1	0	90	51
DOID:0110733	neuronal ceroid lipofuscinosis 9	10	33	31	1	0	90	51
DOID:0110730	neuronal ceroid lipofuscinosis 4A	10	33	31	1	0	90	51
DOID:0060182	microscopic colitis	24	22	15	0	0	30	51
DOID:9893	periodontosis	39	1	11	3	0	193	51
DOID:0110729	neuronal ceroid lipofuscinosis 6	10	33	31	1	0	95	51
DOID:0110728	neuronal ceroid lipofuscinosis 5	10	33	31	1	0	90	51
DOID:4908	anal carcinoma	13	30	21	1	1	46	51
DOID:0110726	neuronal ceroid lipofuscinosis 2	10	33	31	1	0	90	51
DOID:310	MERRF syndrome	6	18	31	1	0	51	51
DOID:0110725	neuronal ceroid lipofuscinosis 10	10	33	31	1	0	90	51
DOID:4932	ampulla of Vater carcinoma	14	25	21	0	0	37	51
DOID:0110723	neuronal ceroid lipofuscinosis 8	10	33	31	1	0	91	51
DOID:0110722	neuronal ceroid lipofuscinosis 7	10	33	31	1	0	90	51
DOID:0110732	neuronal ceroid lipofuscinosis 11	10	33	31	1	0	90	51
DOID:0110721	neuronal ceroid lipofuscinosis 1	10	33	31	1	0	108	51
DOID:0110720	neuronal ceroid lipofuscinosis 4B	10	33	31	1	0	90	51
DOID:0110731	neuronal ceroid lipofuscinosis 3	10	33	31	1	0	90	51
DOID:8536	herpes zoster	9	32	19	0	0	51	51
DOID:1206	Rett syndrome	49	3	1	2	0	238	51
DOID:0060642	recessive dystrophic epidermolysis bullosa	18	27	9	1	0	60	51
DOID:2660	cystic teratoma	11	34	12	1	0	107	51
DOID:853	polymyalgia rheumatica	15	21	30	0	0	51	51
DOID:11870	Pick's disease	11	34	22	2	0	236	51
DOID:0090091	hypogonadotropic hypogonadism 23 with or without anosmia	3	46	14	0	0	58	50
DOID:3559	pseudomyxoma peritonei	17	34	10	0	0	50	50
DOID:3737	verrucous carcinoma	22	27	4	4	0	49	50
DOID:6846	familial melanoma	3	13	42	0	0	50	50
DOID:12662	paracoccidioidomycosis	15	35	7	0	0	50	50
DOID:4927	Klatskin's tumor	19	31	1	2	0	50	50
DOID:9544	refractory plasma cell neoplasm	6	40	11	0	0	50	50
DOID:1570	ectropion	0	48	4	0	0	50	50
DOID:6496	extraskeletal myxoid chondrosarcoma	22	26	13	0	0	50	50
DOID:3010	lobular neoplasia	25	17	10	0	0	49	49
DOID:8717	decubitus ulcer	8	40	11	0	0	49	49
DOID:2581	chondrodysplasia punctata	3	39	17	0	0	69	49
DOID:7689	leptomeninges sarcoma	16	26	8	0	0	49	49
DOID:1563	dermatomycosis	23	23	7	0	0	25	49
DOID:767	muscular atrophy	4	35	3	0	11	49	49
DOID:7614	meninges sarcoma	16	26	8	0	0	49	49
DOID:14773	cartilage-hair hypoplasia	4	26	29	1	0	49	49
DOID:9164	achalasia	3	34	22	0	0	49	49
DOID:1509	avoidant personality disorder	0	33	22	1	0	52	49
DOID:0060706	X-linked lymphoproliferative syndrome 2	6	40	9	2	0	60	49
DOID:12185	otosclerosis	14	20	31	0	0	51	49
DOID:5160	arteriosclerosis obliterans	14	34	1	1	0	49	49
DOID:5577	gastrinoma	19	36	4	1	0	49	49
DOID:1340	pure red-cell aplasia	10	24	20	0	0	49	49
DOID:9651	systolic heart failure	13	29	17	0	0	49	49
DOID:0060705	X-linked lymphoproliferative syndrome 1	6	40	9	2	0	49	49
DOID:2745	narcissistic personality disorder	0	33	22	1	0	49	49
DOID:8125	osteochondrosis	6	36	9	0	0	11	49
DOID:11165	common wart	6	28	5	12	0	463	49
DOID:0060479	Shwachman-Diamond syndrome	9	36	13	0	0	58	49
DOID:0040091	autoimmune pancreatitis	3	37	14	1	0	49	49
DOID:13087	Lown-Ganong-Levine syndrome	2	29	25	0	0	64	48
DOID:0110843	xeroderma pigmentosum group A	11	28	24	1	0	161	48
DOID:0111051	platelet-type bleeding disorder 18	11	22	25	0	0	85	48
DOID:10718	giardiasis	12	32	11	0	0	48	48
DOID:10456	tonsillitis	16	19	21	0	0	54	48
DOID:0050882	spinocerebellar ataxia type 5	1	37	12	0	1	48	48
DOID:1387	hypolipoproteinemia	12	31	22	0	0	111	48
DOID:0110916	hereditary spherocytosis type 1	29	17	3	0	0	48	48
DOID:0060329	ectopic pregnancy	3	45	1	0	0	48	48
DOID:2219	Glanzmann's thrombasthenia	11	22	25	0	0	84	48
DOID:0050590	severe congenital neutropenia	15	1	38	2	3	452	48
DOID:0050445	X-linked hypophosphatemic rickets	13	30	18	1	0	82	48
DOID:0060389	chromosome 10q23 deletion syndrome	13	22	29	0	0	48	48
DOID:0050787	juvenile polyposis syndrome	13	22	29	0	0	50	48
DOID:4072	duodenal disease	2	39	7	0	0	5	48
DOID:3329	benign epilepsy with centrotemporal spikes	2	8	41	0	0	52	48
DOID:0111044	gray platelet syndrome	11	22	25	0	0	84	48
DOID:384	Wolff-Parkinson-White syndrome	2	29	25	0	0	64	48
DOID:11125	qualitative platelet defect	11	22	25	0	0	84	48
DOID:3652	Leigh disease	14	36	4	1	0	144	47
DOID:2658	dermoid cyst	9	31	11	1	0	68	47
DOID:11121	pulpitis	26	23	0	0	0	47	47
DOID:9513	plasmacytic leukemia	12	24	18	5	0	47	47
DOID:10024	migraine with aura	8	41	2	1	0	87	47
DOID:3904	bronchus carcinoma	17	22	12	0	0	47	47
DOID:0060378	orofaciodigital syndrome VIII	12	27	14	0	0	47	47
DOID:4189	mutism	0	40	7	0	0	47	47
DOID:5845	anterolateral myocardial infarction	19	23	8	0	0	47	47
DOID:8741	seborrheic dermatitis	19	24	13	0	0	81	47
DOID:11840	coronary artery vasospasm	4	29	21	0	0	30	47
DOID:2373	hereditary elliptocytosis	13	32	23	1	0	66	47
DOID:3540	choroid plexus cancer	18	19	12	1	0	19	47
DOID:10320	asbestosis	13	26	10	0	0	47	47
DOID:2959	hyperimmunoglobulin syndrome	13	26	21	1	0	1	47
DOID:0060768	Smith-Magenis syndrome	2	28	26	0	0	49	47
DOID:10354	breast fibrocystic disease	7	10	36	1	0	114	47
DOID:14291	LEOPARD syndrome	3	33	26	0	0	47	47
DOID:12287	Crimean-Congo hemorrhagic fever	7	33	12	0	0	47	47
DOID:8970	subacute sclerosing panencephalitis	8	24	28	0	0	47	47
DOID:1085	Edwards syndrome	12	27	14	0	0	47	47
DOID:8553	pyoderma gangrenosum	8	28	17	0	0	47	47
DOID:14323	Marfan syndrome	37	10	3	1	0	131	47
DOID:9091	REM sleep behavior disorder	5	32	22	0	0	46	46
DOID:7998	hyperthyroidism	5	30	7	4	3	295	46
DOID:963	episodic ataxia	4	36	16	0	0	36	46
DOID:5151	plexiform neurofibroma	20	22	10	0	0	46	46
DOID:0111137	congenital generalized lipodystrophy type 3	40	4	1	2	0	226	46
DOID:0060863	patterned macular dystrophy	1	42	6	0	0	48	46
DOID:1475	lymphangioma	10	30	16	0	0	22	46
DOID:1002	endometritis	17	28	1	0	4	46	46
DOID:0060700	familial hypocalciuric hypercalcemia 1	20	23	24	0	0	75	46
DOID:10486	intestinal atresia	6	36	7	0	0	21	46
DOID:0060305	megalocornea	0	44	5	0	0	46	46
DOID:0111529	error	3	35	14	0	0	82	46
DOID:9307	rectal prolapse	3	41	2	0	0	46	46
DOID:0090100	ocular albinism with sensorineural deafness	1	37	21	0	0	46	46
DOID:5015	fibrolamellar carcinoma	22	22	5	3	0	46	46
DOID:0060250	idiopathic scoliosis	7	24	20	0	0	46	46
DOID:0080218	primary spontaneous pneumothorax	9	26	23	0	0	46	46
DOID:6128	gliomatosis cerebri	17	21	11	0	0	54	46
DOID:7305	astroblastoma	17	21	11	0	0	47	46
DOID:3891	placental insufficiency	11	29	7	0	0	45	45
DOID:1328	Rift Valley fever	14	25	7	0	0	45	45
DOID:14749	methylmalonic acidemia	1	31	24	0	0	44	45
DOID:5392	acidophil adenoma	31	2	14	3	0	68	45
DOID:3606	ovarian mucinous adenocarcinoma	6	1	39	0	0	45	45
DOID:0050454	periventricular nodular heterotopia	3	36	18	0	0	47	45
DOID:0080491	error	39	2	5	3	0	128	45
DOID:10146	thymus lymphoma	14	26	5	1	0	45	45
DOID:11701	selective IgA deficiency disease	2	23	25	0	0	89	45
DOID:0070162	hereditary sensory and autonomic neuropathy type 1	9	21	27	0	0	63	45
DOID:0111138	congenital generalized lipodystrophy type 4	40	4	1	2	0	226	45
DOID:0111042	glycogen storage disease IXa	8	40	2	0	0	64	45
DOID:11088	asphyxia neonatorum	9	30	6	0	1	45	45
DOID:0050817	Stargardt disease	1	30	23	0	0	63	45
DOID:0060025	immunoglobulin alpha deficiency	2	23	25	0	0	90	45
DOID:0050693	Brooke-Spiegler syndrome	15	23	11	0	0	45	45
DOID:559	acute pyelonephritis	9	20	26	0	0	50	44
DOID:9563	bronchiectasis	24	5	17	0	0	197	44
DOID:2352	hemochromatosis	12	28	14	2	1	307	44
DOID:3612	retinitis	8	18	12	8	4	729	44
DOID:0111157	Castleman disease	7	33	10	0	0	30	44
DOID:6457	Cowden disease	9	14	24	3	0	300	44
DOID:13240	tooth resorption	20	23	14	0	0	1	44
DOID:3117	hepatobiliary benign neoplasm	9	20	13	0	2	2	44
DOID:1572	normal pressure hydrocephalus	6	27	17	0	0	54	44
DOID:7997	thyrotoxicosis	4	29	7	4	3	295	44
DOID:529	blepharospasm	0	36	10	0	0	44	44
DOID:4441	dysgerminoma	22	20	9	0	0	42	44
DOID:2560	morphine dependence	5	36	4	0	2	44	44
DOID:3304	germinoma	13	26	6	5	0	298	44
DOID:0060252	sclerocornea	1	43	5	0	0	42	44
DOID:11726	Emery-Dreifuss muscular dystrophy	11	23	25	1	0	44	44
DOID:0060248	Simpson-Golabi-Behmel syndrome	22	18	12	0	0	44	44
DOID:0070122	Meckel syndrome 8	1	41	1	0	1	119	43
DOID:0110114	atrial heart septal defect 9	18	4	25	1	0	433	43
DOID:12143	neurogenic bladder	1	35	8	0	2	43	43
DOID:11717	neonatal diabetes mellitus	4	35	28	1	0	42	43
DOID:7210	psammomatous meningioma	1	18	4	22	0	639	43
DOID:5032	pineal gland cancer	17	23	8	0	0	25	43
DOID:3321	gangliosidosis GM2	9	35	9	0	0	18	43
DOID:3558	duodenal obstruction	2	38	3	0	0	29	43
DOID:0110849	xeroderma pigmentosum group G	31	16	5	1	0	139	43
DOID:0050169	cutaneous lupus erythematosus	6	25	14	0	0	39	43
DOID:13276	Mycoplasma pneumoniae pneumonia	19	25	3	0	0	43	43
DOID:14550	root resorption	20	22	14	0	0	43	43
DOID:14504	Niemann-Pick disease	17	14	18	1	1	38	43
DOID:0080070	inclusion-cell disease	9	31	10	0	0	44	43
DOID:0110107	atrial heart septal defect 2	18	4	25	1	0	433	43
DOID:0110113	atrial heart septal defect 8	18	4	25	1	0	433	43
DOID:8503	impetigo herpetiformis	9	26	16	0	0	43	43
DOID:12785	diabetic polyneuropathy	3	26	11	1	3	163	43
DOID:0110108	atrial heart septal defect 3	18	4	25	1	0	433	43
DOID:0060295	complement component 2 deficiency	2	41	5	0	0	49	43
DOID:0110112	atrial heart septal defect 7	18	4	25	1	0	433	43
DOID:0110111	atrial heart septal defect 6	18	4	25	1	0	433	43
DOID:0110110	atrial heart septal defect 5	18	4	25	1	0	433	43
DOID:8505	dermatitis herpetiformis	13	28	6	0	0	43	43
DOID:1272	telangiectasis	1	40	5	0	0	43	43
DOID:0080474	error	9	26	16	0	0	43	43
DOID:0110957	Gaucher's disease type I	19	7	20	0	0	54	43
DOID:0110109	atrial heart septal defect 4	18	4	25	1	0	433	43
DOID:0060651	MYH-9 related disease	11	14	21	0	0	47	42
DOID:0110833	Usher syndrome type 1E	0	40	2	0	0	42	42
DOID:0110355	retinitis pigmentosa 32	0	40	2	0	0	42	42
DOID:5525	anal squamous cell carcinoma	8	29	18	1	0	39	42
DOID:0110837	Usher syndrome type 1K	0	40	2	0	0	42	42
DOID:0110835	Usher syndrome type 1H	0	40	2	0	0	42	42
DOID:6354	CLL/SLL	9	10	25	0	0	42	42
DOID:4852	pleomorphic xanthoastrocytoma	4	13	32	1	0	42	42
DOID:5855	anteroseptal myocardial infarction	19	23	1	0	0	48	42
DOID:0110385	retinitis pigmentosa 63	0	40	2	0	0	42	42
DOID:0060334	transient neonatal diabetes mellitus	3	35	28	1	0	50	42
DOID:0110413	retinitis pigmentosa 6	0	40	2	0	0	42	42
DOID:0060301	type I complement component 8 deficiency	0	41	5	0	0	42	42
DOID:0110421	late-adult onset retinitis pigmentosa	0	40	2	0	0	42	42
DOID:0110420	dominant pericentral pigmentary retinopathy	0	40	2	0	0	42	42
DOID:0110418	retinitis pigmentosa Y-linked	0	40	2	0	0	42	42
DOID:0110417	retinitis pigmentosa 34	0	40	2	0	0	42	42
DOID:0110416	retinitis pigmentosa 24	0	40	2	0	0	42	42
DOID:8445	intestinal volvulus	6	34	4	0	0	42	42
DOID:13620	patent foramen ovale	18	4	25	1	0	434	42
DOID:422	congenital structural myopathy	11	33	18	0	0	40	42
DOID:100	intestinal infectious disease	15	23	5	0	1	34	42
DOID:0060299	complement component 6 deficiency	0	41	5	0	0	43	42
DOID:0060300	complement component 7 deficiency	0	41	5	0	0	43	42
DOID:0060297	complement component 4a deficiency	0	41	5	0	0	45	42
DOID:0060302	type II complement component 8 deficiency	0	41	5	0	0	44	42
DOID:0110400	retinitis pigmentosa 22	0	40	2	0	0	42	42
DOID:0050469	Costello syndrome	8	34	1	2	0	50	42
